ssh://kangpeipei@10.23.10.163:22/home/kangpeipei/anaconda3/envs/sem-pcyc/bin/python3.7 -u /home/kangpeipei/hx/cWGAN_demo/train.py
Parameters:	Namespace(batch_size=64, channels=3, dataset='TU-Berlin', dim_out=25600, epoch_size=100, epochs=10, filter_sketch=False, gamma=0.1, gzs_sbir=False, im_sz=160, lambda_disc_im=1.0, lambda_disc_sk=1.0, lambda_gen=1.0, log_interval=1, lr=0.0001, milestones=[], momentum=0.9, ngpu=1, num_workers=4, photo_sketch='./pretrained/photosketch.pth', semantic_models=['word2vec-google-news'], sk_sz=160, test=False)
Checkpoint path: ./CheckPoints/TU-Berlin/word2vec-google-news/25600
Logger path: ./LogFiles/TU-Berlin/word2vec-google-news/25600
Result path: ./Results/TU-Berlin/word2vec-google-news/25600
Loading data...../sem-pcyc-master/datasets/TU-Berlin/images/ ../sem-pcyc-master/datasets/TU-Berlin/sketches/































Done
DataLoader Done!
Initializing model variables...Done
Initializing trainable models...gen done
gen done
disc done
disc done
Defining optimizers...Done
Defining losses...Done
Initializing variables...Done
Setting logger...Done
Checking cuda...*Cuda exists*...Done
***Train***
[Train] Epoch: [1][1/100]	Time 5.306 (5.306)	Gen. Loss 0.0916 (0.0916)	Disc. Loss -0.0166 (-0.0166)	
[Train] Epoch: [4][63/100]	Time 0.443 (0.463)	Gen. Loss 0.1184 (0.1375)	Disc. Loss 0.0149 (-0.0039)	
[Train] Epoch: [4][64/100]	Time 0.443 (0.462)	Gen. Loss 0.1405 (0.1375)	Disc. Loss -0.0362 (-0.0044)	
[Train] Epoch: [4][65/100]	Time 0.443 (0.462)	Gen. Loss 0.1407 (0.1376)	Disc. Loss -0.0556 (-0.0052)	
[Train] Epoch: [4][66/100]	Time 0.443 (0.462)	Gen. Loss 0.1505 (0.1378)	Disc. Loss -0.0179 (-0.0054)	
[Train] Epoch: [4][67/100]	Time 0.444 (0.461)	Gen. Loss 0.1278 (0.1376)	Disc. Loss 0.0187 (-0.0050)	
[Train] Epoch: [4][68/100]	Time 0.443 (0.461)	Gen. Loss 0.1335 (0.1376)	Disc. Loss 0.0513 (-0.0042)	
[Train] Epoch: [4][69/100]	Time 0.443 (0.461)	Gen. Loss 0.1122 (0.1372)	Disc. Loss 0.0124 (-0.0040)	
[Train] Epoch: [4][70/100]	Time 0.444 (0.461)	Gen. Loss 0.1537 (0.1374)	Disc. Loss 0.0596 (-0.0031)	
[Train] Epoch: [4][71/100]	Time 0.444 (0.460)	Gen. Loss 0.1474 (0.1376)	Disc. Loss 0.0384 (-0.0025)	
[Train] Epoch: [4][72/100]	Time 0.443 (0.460)	Gen. Loss 0.1440 (0.1377)	Disc. Loss 0.0090 (-0.0023)	
[Train] Epoch: [4][73/100]	Time 0.442 (0.460)	Gen. Loss 0.1621 (0.1380)	Disc. Loss 0.0154 (-0.0021)	
[Train] Epoch: [4][74/100]	Time 0.443 (0.460)	Gen. Loss 0.1368 (0.1380)	Disc. Loss -0.0369 (-0.0025)	
[Train] Epoch: [4][75/100]	Time 0.442 (0.459)	Gen. Loss 0.1296 (0.1379)	Disc. Loss 0.0022 (-0.0025)	
[Train] Epoch: [4][76/100]	Time 0.443 (0.459)	Gen. Loss 0.1146 (0.1376)	Disc. Loss 0.0297 (-0.0021)	
[Train] Epoch: [4][77/100]	Time 0.443 (0.459)	Gen. Loss 0.1562 (0.1378)	Disc. Loss -0.0233 (-0.0023)	
[Train] Epoch: [4][78/100]	Time 0.442 (0.459)	Gen. Loss 0.1344 (0.1378)	Disc. Loss 0.0412 (-0.0018)	
[Train] Epoch: [4][79/100]	Time 0.442 (0.459)	Gen. Loss 0.1251 (0.1376)	Disc. Loss 0.0537 (-0.0011)	
[Train] Epoch: [4][80/100]	Time 0.444 (0.458)	Gen. Loss 0.1128 (0.1373)	Disc. Loss 0.0347 (-0.0006)	
[Train] Epoch: [4][81/100]	Time 0.444 (0.458)	Gen. Loss 0.1652 (0.1376)	Disc. Loss 0.0225 (-0.0003)	
[Train] Epoch: [4][82/100]	Time 0.443 (0.458)	Gen. Loss 0.1224 (0.1375)	Disc. Loss -0.0257 (-0.0007)	
[Train] Epoch: [4][83/100]	Time 0.443 (0.458)	Gen. Loss 0.1140 (0.1372)	Disc. Loss 0.0854 (0.0004)	
[Train] Epoch: [4][84/100]	Time 0.443 (0.458)	Gen. Loss 0.1107 (0.1369)	Disc. Loss 0.0601 (0.0011)	
[Train] Epoch: [4][85/100]	Time 0.442 (0.458)	Gen. Loss 0.1193 (0.1366)	Disc. Loss 0.1256 (0.0026)	
[Train] Epoch: [4][86/100]	Time 0.442 (0.457)	Gen. Loss 0.0374 (0.1355)	Disc. Loss 0.1258 (0.0040)	
[Train] Epoch: [4][87/100]	Time 0.442 (0.457)	Gen. Loss 0.0529 (0.1345)	Disc. Loss 0.1355 (0.0055)	
[Train] Epoch: [4][88/100]	Time 0.442 (0.457)	Gen. Loss 0.0197 (0.1332)	Disc. Loss 0.2551 (0.0083)	
[Train] Epoch: [4][89/100]	Time 0.443 (0.457)	Gen. Loss 0.0140 (0.1319)	Disc. Loss 0.2462 (0.0110)	
[Train] Epoch: [4][90/100]	Time 0.443 (0.457)	Gen. Loss -0.1189 (0.1291)	Disc. Loss 0.5720 (0.0172)	
[Train] Epoch: [4][91/100]	Time 0.442 (0.457)	Gen. Loss -0.0811 (0.1268)	Disc. Loss 0.4431 (0.0219)	
[Train] Epoch: [4][92/100]	Time 0.443 (0.456)	Gen. Loss -0.1733 (0.1235)	Disc. Loss 0.7088 (0.0294)	
[Train] Epoch: [4][93/100]	Time 0.442 (0.456)	Gen. Loss -0.2306 (0.1197)	Disc. Loss 0.7261 (0.0369)	
[Train] Epoch: [4][94/100]	Time 0.441 (0.456)	Gen. Loss -0.3353 (0.1149)	Disc. Loss 0.8978 (0.0460)	
[Train] Epoch: [4][95/100]	Time 0.440 (0.456)	Gen. Loss -0.4555 (0.1089)	Disc. Loss 1.0520 (0.0566)	
[Train] Epoch: [4][96/100]	Time 0.441 (0.456)	Gen. Loss -0.4291 (0.1033)	Disc. Loss 1.1072 (0.0676)	
[Train] Epoch: [4][97/100]	Time 0.441 (0.456)	Gen. Loss -0.5042 (0.0970)	Disc. Loss 1.2421 (0.0797)	
[Train] Epoch: [4][98/100]	Time 0.442 (0.455)	Gen. Loss -0.3476 (0.0925)	Disc. Loss 1.0091 (0.0892)	
[Train] Epoch: [4][99/100]	Time 0.441 (0.455)	Gen. Loss -0.4392 (0.0871)	Disc. Loss 1.2375 (0.1008)	
[Train] Epoch: [4][100/100]	Time 0.441 (0.455)	Gen. Loss -0.0102 (0.0861)	Disc. Loss 0.3002 (0.1028)	
[Train] Epoch: [5][1/100]	Time 1.607 (1.607)	Gen. Loss -0.5627 (-0.5627)	Disc. Loss 1.4570 (1.4570)	
[Train] Epoch: [5][2/100]	Time 0.452 (1.029)	Gen. Loss -0.3267 (-0.4447)	Disc. Loss 0.9955 (1.2262)	
[Train] Epoch: [5][3/100]	Time 0.443 (0.834)	Gen. Loss -0.7262 (-0.5385)	Disc. Loss 1.6843 (1.3789)	
[Train] Epoch: [5][4/100]	Time 0.442 (0.736)	Gen. Loss -0.8862 (-0.6254)	Disc. Loss 1.9827 (1.5299)	
[Train] Epoch: [5][5/100]	Time 0.440 (0.677)	Gen. Loss -0.9191 (-0.6842)	Disc. Loss 2.0914 (1.6422)	
[Train] Epoch: [5][6/100]	Time 0.442 (0.638)	Gen. Loss -0.8101 (-0.7052)	Disc. Loss 1.8602 (1.6785)	
[Train] Epoch: [5][7/100]	Time 0.442 (0.610)	Gen. Loss -0.7663 (-0.7139)	Disc. Loss 1.8101 (1.6973)	
[Train] Epoch: [5][8/100]	Time 0.443 (0.589)	Gen. Loss -0.7558 (-0.7191)	Disc. Loss 1.7384 (1.7025)	
[Train] Epoch: [5][9/100]	Time 0.444 (0.573)	Gen. Loss -0.9439 (-0.7441)	Disc. Loss 2.0714 (1.7435)	
[Train] Epoch: [5][10/100]	Time 0.443 (0.560)	Gen. Loss -0.4007 (-0.7098)	Disc. Loss 1.1218 (1.6813)	
[Train] Epoch: [5][11/100]	Time 0.443 (0.549)	Gen. Loss -1.0391 (-0.7397)	Disc. Loss 2.3001 (1.7375)	
[Train] Epoch: [5][12/100]	Time 0.442 (0.540)	Gen. Loss -1.1048 (-0.7701)	Disc. Loss 2.4157 (1.7941)	
[Train] Epoch: [5][13/100]	Time 0.443 (0.533)	Gen. Loss -1.0433 (-0.7911)	Disc. Loss 2.2371 (1.8281)	
[Train] Epoch: [5][14/100]	Time 0.443 (0.526)	Gen. Loss -0.9458 (-0.8022)	Disc. Loss 2.1338 (1.8500)	
[Train] Epoch: [5][15/100]	Time 0.443 (0.521)	Gen. Loss -1.0943 (-0.8217)	Disc. Loss 2.3538 (1.8836)	
[Train] Epoch: [5][16/100]	Time 0.443 (0.516)	Gen. Loss -1.1977 (-0.8452)	Disc. Loss 2.5868 (1.9275)	
[Train] Epoch: [5][17/100]	Time 0.442 (0.512)	Gen. Loss -1.0479 (-0.8571)	Disc. Loss 2.3244 (1.9509)	
[Train] Epoch: [5][18/100]	Time 0.443 (0.508)	Gen. Loss -1.1238 (-0.8719)	Disc. Loss 2.5174 (1.9823)	
[Train] Epoch: [5][19/100]	Time 0.443 (0.504)	Gen. Loss -1.1588 (-0.8870)	Disc. Loss 2.5508 (2.0123)	
[Train] Epoch: [5][20/100]	Time 0.442 (0.501)	Gen. Loss -1.2234 (-0.9038)	Disc. Loss 2.6987 (2.0466)	
[Train] Epoch: [5][21/100]	Time 0.443 (0.498)	Gen. Loss -1.2543 (-0.9205)	Disc. Loss 2.8406 (2.0844)	
[Train] Epoch: [5][22/100]	Time 0.442 (0.496)	Gen. Loss -1.2679 (-0.9363)	Disc. Loss 2.7376 (2.1141)	
[Train] Epoch: [5][23/100]	Time 0.443 (0.494)	Gen. Loss -1.4655 (-0.9593)	Disc. Loss 3.1360 (2.1585)	
[Train] Epoch: [5][24/100]	Time 0.443 (0.491)	Gen. Loss -1.2900 (-0.9731)	Disc. Loss 2.7913 (2.1849)	
[Train] Epoch: [5][25/100]	Time 0.444 (0.490)	Gen. Loss -1.4402 (-0.9918)	Disc. Loss 3.0728 (2.2204)	
[Train] Epoch: [5][26/100]	Time 0.443 (0.488)	Gen. Loss -1.2652 (-1.0023)	Disc. Loss 2.6908 (2.2385)	
[Train] Epoch: [5][27/100]	Time 0.443 (0.486)	Gen. Loss -1.3664 (-1.0158)	Disc. Loss 2.9085 (2.2633)	
[Train] Epoch: [5][28/100]	Time 0.443 (0.485)	Gen. Loss -1.1587 (-1.0209)	Disc. Loss 2.5268 (2.2727)	
[Train] Epoch: [5][29/100]	Time 0.442 (0.483)	Gen. Loss -1.3624 (-1.0327)	Disc. Loss 2.8873 (2.2939)	
[Train] Epoch: [5][30/100]	Time 0.443 (0.482)	Gen. Loss -1.0850 (-1.0344)	Disc. Loss 2.3566 (2.2960)	
[Train] Epoch: [5][31/100]	Time 0.442 (0.480)	Gen. Loss -1.4044 (-1.0463)	Disc. Loss 2.9853 (2.3182)	
[Train] Epoch: [5][32/100]	Time 0.443 (0.479)	Gen. Loss -1.4005 (-1.0574)	Disc. Loss 2.9294 (2.3373)	
[Train] Epoch: [5][33/100]	Time 0.443 (0.478)	Gen. Loss -1.6253 (-1.0746)	Disc. Loss 3.3713 (2.3687)	
[Train] Epoch: [5][34/100]	Time 0.443 (0.477)	Gen. Loss -1.4718 (-1.0863)	Disc. Loss 3.1407 (2.3914)	
[Train] Epoch: [5][35/100]	Time 0.442 (0.476)	Gen. Loss -1.2864 (-1.0920)	Disc. Loss 2.6724 (2.3994)	
[Train] Epoch: [5][36/100]	Time 0.443 (0.475)	Gen. Loss -1.5852 (-1.1057)	Disc. Loss 3.3015 (2.4245)	
[Train] Epoch: [5][37/100]	Time 0.443 (0.474)	Gen. Loss -1.4966 (-1.1163)	Disc. Loss 3.1308 (2.4435)	
[Train] Epoch: [5][38/100]	Time 0.442 (0.474)	Gen. Loss -1.1914 (-1.1183)	Disc. Loss 2.5045 (2.4451)	
[Train] Epoch: [5][39/100]	Time 0.443 (0.473)	Gen. Loss -0.4586 (-1.1013)	Disc. Loss 1.0882 (2.4104)	
[Train] Epoch: [5][40/100]	Time 0.443 (0.472)	Gen. Loss -1.5848 (-1.1134)	Disc. Loss 3.2755 (2.4320)	
[Train] Epoch: [5][41/100]	Time 0.443 (0.471)	Gen. Loss -1.1749 (-1.1149)	Disc. Loss 2.4561 (2.4326)	
[Train] Epoch: [5][42/100]	Time 0.443 (0.471)	Gen. Loss -1.5025 (-1.1242)	Disc. Loss 3.1245 (2.4490)	
[Train] Epoch: [5][43/100]	Time 0.443 (0.470)	Gen. Loss -1.7065 (-1.1377)	Disc. Loss 3.4306 (2.4719)	
[Train] Epoch: [5][44/100]	Time 0.443 (0.469)	Gen. Loss -1.5471 (-1.1470)	Disc. Loss 3.1973 (2.4884)	
[Train] Epoch: [5][45/100]	Time 0.443 (0.469)	Gen. Loss -1.2185 (-1.1486)	Disc. Loss 2.5094 (2.4888)	
[Train] Epoch: [5][46/100]	Time 0.443 (0.468)	Gen. Loss -1.5064 (-1.1564)	Disc. Loss 3.0815 (2.5017)	
[Train] Epoch: [5][47/100]	Time 0.443 (0.468)	Gen. Loss -1.4104 (-1.1618)	Disc. Loss 2.7896 (2.5078)	
[Train] Epoch: [5][48/100]	Time 0.442 (0.467)	Gen. Loss -1.7059 (-1.1731)	Disc. Loss 3.4812 (2.5281)	
[Train] Epoch: [5][49/100]	Time 0.443 (0.467)	Gen. Loss -1.3759 (-1.1773)	Disc. Loss 2.7296 (2.5322)	
[Train] Epoch: [5][50/100]	Time 0.442 (0.466)	Gen. Loss -1.5248 (-1.1842)	Disc. Loss 3.1698 (2.5450)	
[Train] Epoch: [5][51/100]	Time 0.442 (0.466)	Gen. Loss -1.5189 (-1.1908)	Disc. Loss 3.1129 (2.5561)	
[Train] Epoch: [5][52/100]	Time 0.443 (0.465)	Gen. Loss -1.6391 (-1.1994)	Disc. Loss 3.4095 (2.5725)	
[Train] Epoch: [5][53/100]	Time 0.444 (0.465)	Gen. Loss -1.3237 (-1.2017)	Disc. Loss 2.6813 (2.5746)	
[Train] Epoch: [5][54/100]	Time 0.443 (0.464)	Gen. Loss -1.9081 (-1.2148)	Disc. Loss 3.7339 (2.5960)	
[Train] Epoch: [5][55/100]	Time 0.442 (0.464)	Gen. Loss -1.8381 (-1.2261)	Disc. Loss 3.6257 (2.6148)	
[Train] Epoch: [5][56/100]	Time 0.442 (0.464)	Gen. Loss -1.4485 (-1.2301)	Disc. Loss 2.8525 (2.6190)	
[Train] Epoch: [5][57/100]	Time 0.443 (0.463)	Gen. Loss -1.6885 (-1.2382)	Disc. Loss 3.3136 (2.6312)	
[Train] Epoch: [5][58/100]	Time 0.444 (0.463)	Gen. Loss -1.7371 (-1.2468)	Disc. Loss 3.4265 (2.6449)	
[Train] Epoch: [5][59/100]	Time 0.443 (0.463)	Gen. Loss -1.8644 (-1.2572)	Disc. Loss 3.6831 (2.6625)	
[Train] Epoch: [5][60/100]	Time 0.443 (0.462)	Gen. Loss -1.7813 (-1.2660)	Disc. Loss 3.4776 (2.6761)	
[Train] Epoch: [5][61/100]	Time 0.443 (0.462)	Gen. Loss -1.5201 (-1.2701)	Disc. Loss 2.9373 (2.6804)	
[Train] Epoch: [5][62/100]	Time 0.443 (0.462)	Gen. Loss -1.2619 (-1.2700)	Disc. Loss 2.4755 (2.6771)	
[Train] Epoch: [5][63/100]	Time 0.443 (0.461)	Gen. Loss -1.7609 (-1.2778)	Disc. Loss 3.4824 (2.6899)	
[Train] Epoch: [5][64/100]	Time 0.443 (0.461)	Gen. Loss -1.7828 (-1.2857)	Disc. Loss 3.5776 (2.7037)	
[Train] Epoch: [5][65/100]	Time 0.443 (0.461)	Gen. Loss -1.8698 (-1.2947)	Disc. Loss 3.8380 (2.7212)	
[Train] Epoch: [5][66/100]	Time 0.443 (0.461)	Gen. Loss -1.5056 (-1.2979)	Disc. Loss 2.8056 (2.7225)	
[Train] Epoch: [5][67/100]	Time 0.443 (0.460)	Gen. Loss -1.5148 (-1.3011)	Disc. Loss 2.9163 (2.7253)	
[Train] Epoch: [5][68/100]	Time 0.443 (0.460)	Gen. Loss -1.8413 (-1.3090)	Disc. Loss 3.5626 (2.7377)	
[Train] Epoch: [5][69/100]	Time 0.443 (0.460)	Gen. Loss -1.8283 (-1.3166)	Disc. Loss 3.5834 (2.7499)	
[Train] Epoch: [5][70/100]	Time 0.443 (0.460)	Gen. Loss -1.4620 (-1.3186)	Disc. Loss 2.8254 (2.7510)	
[Train] Epoch: [5][71/100]	Time 0.444 (0.459)	Gen. Loss -1.8173 (-1.3257)	Disc. Loss 3.4526 (2.7609)	
[Train] Epoch: [5][72/100]	Time 0.443 (0.459)	Gen. Loss -1.7823 (-1.3320)	Disc. Loss 3.4332 (2.7702)	
[Train] Epoch: [5][73/100]	Time 0.443 (0.459)	Gen. Loss -1.7303 (-1.3375)	Disc. Loss 3.3627 (2.7783)	
[Train] Epoch: [5][74/100]	Time 0.443 (0.459)	Gen. Loss -1.8534 (-1.3444)	Disc. Loss 3.5478 (2.7887)	
[Train] Epoch: [5][75/100]	Time 0.442 (0.458)	Gen. Loss -1.8325 (-1.3510)	Disc. Loss 3.5333 (2.7987)	
[Train] Epoch: [5][76/100]	Time 0.443 (0.458)	Gen. Loss -1.9407 (-1.3587)	Disc. Loss 3.7062 (2.8106)	
[Train] Epoch: [5][77/100]	Time 0.443 (0.458)	Gen. Loss -1.9759 (-1.3667)	Disc. Loss 3.8462 (2.8240)	
[Train] Epoch: [5][78/100]	Time 0.443 (0.458)	Gen. Loss -1.8101 (-1.3724)	Disc. Loss 3.4303 (2.8318)	
[Train] Epoch: [5][79/100]	Time 0.443 (0.458)	Gen. Loss -2.0613 (-1.3811)	Disc. Loss 3.9357 (2.8458)	
[Train] Epoch: [5][80/100]	Time 0.442 (0.457)	Gen. Loss -1.9706 (-1.3885)	Disc. Loss 3.7511 (2.8571)	
[Train] Epoch: [5][81/100]	Time 0.443 (0.457)	Gen. Loss -1.9405 (-1.3953)	Disc. Loss 3.6533 (2.8669)	
[Train] Epoch: [5][82/100]	Time 0.442 (0.457)	Gen. Loss -1.6879 (-1.3989)	Disc. Loss 3.2022 (2.8710)	
[Train] Epoch: [5][83/100]	Time 0.443 (0.457)	Gen. Loss -2.0045 (-1.4062)	Disc. Loss 3.7812 (2.8820)	
[Train] Epoch: [5][84/100]	Time 0.443 (0.457)	Gen. Loss -1.9063 (-1.4121)	Disc. Loss 3.5365 (2.8898)	
[Train] Epoch: [5][85/100]	Time 0.443 (0.457)	Gen. Loss -1.6722 (-1.4152)	Disc. Loss 3.0686 (2.8919)	
[Train] Epoch: [5][86/100]	Time 0.442 (0.456)	Gen. Loss -1.7659 (-1.4193)	Disc. Loss 3.3181 (2.8968)	
[Train] Epoch: [5][87/100]	Time 0.444 (0.456)	Gen. Loss -1.9366 (-1.4252)	Disc. Loss 3.6036 (2.9050)	
[Train] Epoch: [5][88/100]	Time 0.443 (0.456)	Gen. Loss -2.0597 (-1.4324)	Disc. Loss 3.8057 (2.9152)	
[Train] Epoch: [5][89/100]	Time 0.443 (0.456)	Gen. Loss -2.2086 (-1.4411)	Disc. Loss 4.1374 (2.9289)	
[Train] Epoch: [5][90/100]	Time 0.443 (0.456)	Gen. Loss -2.0489 (-1.4479)	Disc. Loss 3.8396 (2.9391)	
[Train] Epoch: [5][91/100]	Time 0.442 (0.456)	Gen. Loss -1.7946 (-1.4517)	Disc. Loss 3.3451 (2.9435)	
[Train] Epoch: [5][92/100]	Time 0.442 (0.456)	Gen. Loss -1.8864 (-1.4564)	Disc. Loss 3.4612 (2.9491)	
[Train] Epoch: [5][93/100]	Time 0.443 (0.455)	Gen. Loss -2.0395 (-1.4627)	Disc. Loss 3.7223 (2.9575)	
[Train] Epoch: [5][94/100]	Time 0.440 (0.455)	Gen. Loss -2.1474 (-1.4700)	Disc. Loss 3.9180 (2.9677)	
[Train] Epoch: [5][95/100]	Time 0.441 (0.455)	Gen. Loss -1.9195 (-1.4747)	Disc. Loss 3.5316 (2.9736)	
[Train] Epoch: [5][96/100]	Time 0.440 (0.455)	Gen. Loss -2.0551 (-1.4808)	Disc. Loss 3.7825 (2.9820)	
[Train] Epoch: [5][97/100]	Time 0.441 (0.455)	Gen. Loss -2.0381 (-1.4865)	Disc. Loss 3.6973 (2.9894)	
[Train] Epoch: [5][98/100]	Time 0.441 (0.455)	Gen. Loss -2.1999 (-1.4938)	Disc. Loss 4.0531 (3.0003)	
[Train] Epoch: [5][99/100]	Time 0.441 (0.455)	Gen. Loss -2.1646 (-1.5006)	Disc. Loss 4.0088 (3.0105)	
[Train] Epoch: [5][100/100]	Time 0.439 (0.454)	Gen. Loss -2.1056 (-1.5066)	Disc. Loss 3.9136 (3.0195)	
[Train] Epoch: [6][1/100]	Time 1.802 (1.802)	Gen. Loss -1.9997 (-1.9997)	Disc. Loss 3.7005 (3.7005)	
[Train] Epoch: [6][2/100]	Time 0.441 (1.122)	Gen. Loss -2.2928 (-2.1462)	Disc. Loss 4.1150 (3.9077)	
[Train] Epoch: [6][3/100]	Time 0.442 (0.895)	Gen. Loss -2.1948 (-2.1624)	Disc. Loss 3.9867 (3.9340)	
[Train] Epoch: [6][4/100]	Time 0.443 (0.782)	Gen. Loss -2.1413 (-2.1572)	Disc. Loss 3.8538 (3.9140)	
[Train] Epoch: [6][5/100]	Time 0.441 (0.714)	Gen. Loss -2.0899 (-2.1437)	Disc. Loss 3.7371 (3.8786)	
[Train] Epoch: [6][6/100]	Time 0.443 (0.669)	Gen. Loss -2.2989 (-2.1696)	Disc. Loss 4.2156 (3.9348)	
[Train] Epoch: [6][7/100]	Time 0.442 (0.637)	Gen. Loss -2.1901 (-2.1725)	Disc. Loss 3.8990 (3.9297)	
[Train] Epoch: [6][8/100]	Time 0.443 (0.612)	Gen. Loss -2.2758 (-2.1854)	Disc. Loss 4.0637 (3.9464)	
[Train] Epoch: [6][9/100]	Time 0.444 (0.594)	Gen. Loss -2.1517 (-2.1817)	Disc. Loss 3.8449 (3.9351)	
[Train] Epoch: [6][10/100]	Time 0.443 (0.579)	Gen. Loss -2.2651 (-2.1900)	Disc. Loss 4.0578 (3.9474)	
[Train] Epoch: [6][11/100]	Time 0.443 (0.566)	Gen. Loss -2.1898 (-2.1900)	Disc. Loss 3.9376 (3.9465)	
[Train] Epoch: [6][12/100]	Time 0.443 (0.556)	Gen. Loss -2.3953 (-2.2071)	Disc. Loss 4.2985 (3.9758)	
[Train] Epoch: [6][13/100]	Time 0.444 (0.547)	Gen. Loss -2.2311 (-2.2089)	Disc. Loss 4.0117 (3.9786)	
[Train] Epoch: [6][14/100]	Time 0.443 (0.540)	Gen. Loss -2.0624 (-2.1985)	Disc. Loss 3.7039 (3.9590)	
[Train] Epoch: [6][15/100]	Time 0.443 (0.533)	Gen. Loss -1.9720 (-2.1834)	Disc. Loss 3.4712 (3.9265)	
[Train] Epoch: [6][16/100]	Time 0.443 (0.528)	Gen. Loss -2.3678 (-2.1949)	Disc. Loss 4.2568 (3.9471)	
[Train] Epoch: [6][17/100]	Time 0.443 (0.523)	Gen. Loss -2.2036 (-2.1954)	Disc. Loss 3.8211 (3.9397)	
[Train] Epoch: [6][18/100]	Time 0.443 (0.518)	Gen. Loss -2.0687 (-2.1884)	Disc. Loss 3.5576 (3.9185)	
[Train] Epoch: [6][19/100]	Time 0.443 (0.514)	Gen. Loss -2.2666 (-2.1925)	Disc. Loss 3.9716 (3.9213)	
[Train] Epoch: [6][20/100]	Time 0.443 (0.511)	Gen. Loss -2.3072 (-2.1982)	Disc. Loss 4.0287 (3.9266)	
[Train] Epoch: [6][21/100]	Time 0.443 (0.508)	Gen. Loss -1.9004 (-2.1840)	Disc. Loss 3.3373 (3.8986)	
[Train] Epoch: [6][22/100]	Time 0.442 (0.505)	Gen. Loss -2.3939 (-2.1936)	Disc. Loss 4.2089 (3.9127)	
[Train] Epoch: [6][23/100]	Time 0.443 (0.502)	Gen. Loss -2.5387 (-2.2086)	Disc. Loss 4.5326 (3.9396)	
[Train] Epoch: [6][24/100]	Time 0.443 (0.500)	Gen. Loss -2.4775 (-2.2198)	Disc. Loss 4.3417 (3.9564)	
[Train] Epoch: [6][25/100]	Time 0.443 (0.497)	Gen. Loss -2.3409 (-2.2246)	Disc. Loss 4.0412 (3.9598)	
[Train] Epoch: [6][26/100]	Time 0.442 (0.495)	Gen. Loss -2.4044 (-2.2315)	Disc. Loss 4.1210 (3.9660)	
[Train] Epoch: [6][27/100]	Time 0.443 (0.493)	Gen. Loss -2.0155 (-2.2235)	Disc. Loss 3.4561 (3.9471)	
[Train] Epoch: [6][28/100]	Time 0.442 (0.491)	Gen. Loss -2.3674 (-2.2287)	Disc. Loss 4.1754 (3.9553)	
[Train] Epoch: [6][29/100]	Time 0.442 (0.490)	Gen. Loss -2.4443 (-2.2361)	Disc. Loss 4.2449 (3.9652)	
[Train] Epoch: [6][30/100]	Time 0.444 (0.488)	Gen. Loss -2.2904 (-2.2379)	Disc. Loss 3.9208 (3.9638)	
[Train] Epoch: [6][31/100]	Time 0.442 (0.487)	Gen. Loss -2.3675 (-2.2421)	Disc. Loss 4.1214 (3.9688)	
[Train] Epoch: [6][32/100]	Time 0.443 (0.485)	Gen. Loss -2.1926 (-2.2406)	Disc. Loss 3.7390 (3.9617)	
[Train] Epoch: [6][33/100]	Time 0.443 (0.484)	Gen. Loss -2.3127 (-2.2427)	Disc. Loss 3.9429 (3.9611)	
[Train] Epoch: [6][34/100]	Time 0.443 (0.483)	Gen. Loss -2.2294 (-2.2424)	Disc. Loss 3.7750 (3.9556)	
[Train] Epoch: [6][35/100]	Time 0.443 (0.482)	Gen. Loss -2.3666 (-2.2459)	Disc. Loss 4.0461 (3.9582)	
[Train] Epoch: [6][36/100]	Time 0.444 (0.481)	Gen. Loss -2.2430 (-2.2458)	Disc. Loss 3.7995 (3.9538)	
[Train] Epoch: [6][37/100]	Time 0.443 (0.480)	Gen. Loss -2.2175 (-2.2451)	Disc. Loss 3.7093 (3.9472)	
[Train] Epoch: [6][38/100]	Time 0.443 (0.479)	Gen. Loss -2.0442 (-2.2398)	Disc. Loss 3.3443 (3.9313)	
[Train] Epoch: [6][39/100]	Time 0.442 (0.478)	Gen. Loss -2.1719 (-2.2380)	Disc. Loss 3.6134 (3.9232)	
[Train] Epoch: [6][40/100]	Time 0.442 (0.477)	Gen. Loss -2.4040 (-2.2422)	Disc. Loss 4.1618 (3.9291)	
[Train] Epoch: [6][41/100]	Time 0.442 (0.476)	Gen. Loss -2.3896 (-2.2458)	Disc. Loss 4.0935 (3.9331)	
[Train] Epoch: [6][42/100]	Time 0.443 (0.475)	Gen. Loss -2.4138 (-2.2498)	Disc. Loss 4.0774 (3.9366)	
[Train] Epoch: [6][43/100]	Time 0.442 (0.474)	Gen. Loss -2.3910 (-2.2531)	Disc. Loss 4.0042 (3.9382)	
[Train] Epoch: [6][44/100]	Time 0.442 (0.474)	Gen. Loss -2.3880 (-2.2561)	Disc. Loss 4.0098 (3.9398)	
[Train] Epoch: [6][45/100]	Time 0.443 (0.473)	Gen. Loss -2.4523 (-2.2605)	Disc. Loss 4.1209 (3.9438)	
[Train] Epoch: [6][46/100]	Time 0.443 (0.472)	Gen. Loss -2.4817 (-2.2653)	Disc. Loss 4.1749 (3.9488)	
[Train] Epoch: [6][47/100]	Time 0.443 (0.472)	Gen. Loss -2.4811 (-2.2699)	Disc. Loss 4.2027 (3.9542)	
